run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_title	experiment_alias	Sampletype	Substrate	Location	Latitude	Longitude	fastq_ftp	sample_title
SRR3401480	SAMN04849749	SRX1712589	PRJNA318384	408172	marine metagenome	Illumina MiSeq sequencing: Metagenome from marine plastic debris: Sample Station: STN-15 Sample: 15b	15b_MiSeq	Plastic	Undefined plastic	15	35.43885	-138.26435	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/000/SRR3401480/SRR3401480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/000/SRR3401480/SRR3401480_2.fastq.gz	Metagenome from marine plastic debris
SRR3401483	SAMN04849738	SRX1712592	PRJNA318384	408172	marine metagenome	NextSeq 500 sequencing: Metagenome from marine plastic debris: Sample Station: STN-5 Sample: 5a	5a_NextSeq500	Plastic	Undefined plastic	5	31.9908333333333	-153.057533333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/003/SRR3401483/SRR3401483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/003/SRR3401483/SRR3401483_2.fastq.gz	Metagenome from marine plastic debris
SRR3401490	SAMN04849745	SRX1712599	PRJNA318384	408172	marine metagenome	NextSeq 500 sequencing: Metagenome from marine plastic debris: Sample Station: STN-14 Sample: 14b	14b_NextSeq500	Plastic	Undefined plastic	14	35.4229333333333	-139.250266666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/000/SRR3401490/SRR3401490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/000/SRR3401490/SRR3401490_2.fastq.gz	Metagenome from marine plastic debris
SRR3401492	SAMN04849749	SRX1712601	PRJNA318384	408172	marine metagenome	NextSeq 500 sequencing: Metagenome from marine plastic debris: Sample Station: STN-15 Sample: 15b	15b_NextSeq500	Plastic	Undefined plastic	15	35.43885	-138.26435	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/002/SRR3401492/SRR3401492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/002/SRR3401492/SRR3401492_2.fastq.gz	Metagenome from marine plastic debris
SRR3401481	SAMN04849235	SRX1712590	PRJNA318384	408172	marine metagenome	NextSeq 500 sequencing: Metagenome from marine plastic debris: Sample Station: STN-2 Sample: 2b	2b_NextSeq500	Plastic	Undefined plastic	2	27.7299166666667	-154.898283333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/001/SRR3401481/SRR3401481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/001/SRR3401481/SRR3401481_2.fastq.gz	Metagenome from marine plastic debris
SRR3401486	SAMN04849741	SRX1712595	PRJNA318384	408172	marine metagenome	NextSeq 500 sequencing: Metagenome from marine plastic debris: Sample Station: STN-9 Sample: 9b	9b_NextSeq500	Plastic	Undefined plastic	9	34.9279166666667	-148.0302	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/006/SRR3401486/SRR3401486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/006/SRR3401486/SRR3401486_2.fastq.gz	Metagenome from marine plastic debris
SRR3401470	SAMN04849236	SRX1712579	PRJNA318384	408172	marine metagenome	Illumina MiSeq sequencing: Metagenome from marine plastic debris: Sample Station: STN-2 Sample: 2a	2a_MiSeq	Plastic	Undefined plastic	2	27.7299166666667	-154.898283333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/000/SRR3401470/SRR3401470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/000/SRR3401470/SRR3401470_2.fastq.gz	Metagenome from marine plastic debris
SRR3401487	SAMN04849742	SRX1712596	PRJNA318384	408172	marine metagenome	NextSeq 500 sequencing: Metagenome from marine plastic debris: Sample Station: STN-11 Sample: 11a	11a_NextSeq500	Plastic	Undefined plastic	11	35.0344333333333	-146.810433333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/007/SRR3401487/SRR3401487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/007/SRR3401487/SRR3401487_2.fastq.gz	Metagenome from marine plastic debris
SRR3401473	SAMN04849740	SRX1712582	PRJNA318384	408172	marine metagenome	Illumina MiSeq sequencing: Metagenome from marine plastic debris: Sample Station: STN-9 Sample: 9a	9a_MiSeq	Plastic	Undefined plastic	9	34.9279166666667	-148.0302	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/003/SRR3401473/SRR3401473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/003/SRR3401473/SRR3401473_2.fastq.gz	Metagenome from marine plastic debris
SRR3401475	SAMN04849742	SRX1712584	PRJNA318384	408172	marine metagenome	Illumina MiSeq sequencing: Metagenome from marine plastic debris: Sample Station: STN-11 Sample: 11a	11a_MiSeq	Plastic	Undefined plastic	11	35.0344333333333	-146.810433333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/005/SRR3401475/SRR3401475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/005/SRR3401475/SRR3401475_2.fastq.gz	Metagenome from marine plastic debris
SRR3401488	SAMN04849743	SRX1712597	PRJNA318384	408172	marine metagenome	NextSeq 500 sequencing: Metagenome from marine plastic debris: Sample Station: STN-11 Sample: 11b	11b_NextSeq500	Plastic	Undefined plastic	11	35.0344333333333	-146.810433333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/008/SRR3401488/SRR3401488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/008/SRR3401488/SRR3401488_2.fastq.gz	Metagenome from marine plastic debris
SRR3401476	SAMN04849743	SRX1712585	PRJNA318384	408172	marine metagenome	Illumina MiSeq sequencing: Metagenome from marine plastic debris: Sample Station: STN-11 Sample: 11b	11b_MiSeq	Plastic	Undefined plastic	11	35.0344333333333	-146.810433333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/006/SRR3401476/SRR3401476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/006/SRR3401476/SRR3401476_2.fastq.gz	Metagenome from marine plastic debris
SRR3401489	SAMN04849744	SRX1712598	PRJNA318384	408172	marine metagenome	NextSeq 500 sequencing: Metagenome from marine plastic debris: Sample Station: STN-14 Sample: 14a	14a_NextSeq500	Plastic	Undefined plastic	14	35.4229333333333	-139.250266666667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/009/SRR3401489/SRR3401489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/009/SRR3401489/SRR3401489_2.fastq.gz	Metagenome from marine plastic debris
SRR3401491	SAMN04849747	SRX1712600	PRJNA318384	408172	marine metagenome	NextSeq 500 sequencing: Metagenome from marine plastic debris: Sample Station: STN-15 Sample: 15a	15a_NextSeq500	Plastic	Undefined plastic	15	35.43885	-138.26435	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/001/SRR3401491/SRR3401491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/001/SRR3401491/SRR3401491_2.fastq.gz	Metagenome from marine plastic debris
SRR3401479	SAMN04849747	SRX1712588	PRJNA318384	408172	marine metagenome	Illumina MiSeq sequencing: Metagenome from marine plastic debris: Sample Station: STN-15 Sample: 15a	15a_MiSeq	Plastic	Undefined plastic	15	35.43885	-138.26435	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/009/SRR3401479/SRR3401479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/009/SRR3401479/SRR3401479_2.fastq.gz	Metagenome from marine plastic debris
SRR3401482	SAMN04849236	SRX1712591	PRJNA318384	408172	marine metagenome	NextSeq 500 sequencing: Metagenome from marine plastic debris: Sample Station: STN-2 Sample: 2a	2a_NextSeq500	Plastic	Undefined plastic	2	27.7299166666667	-154.898283333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/002/SRR3401482/SRR3401482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/002/SRR3401482/SRR3401482_2.fastq.gz	Metagenome from marine plastic debris
SRR3401484	SAMN04849739	SRX1712593	PRJNA318384	408172	marine metagenome	NextSeq 500 sequencing: Metagenome from marine plastic debris: Sample Station: STN-5 Sample: 5b	5b_NextSeq500	Plastic	Undefined plastic	5	31.9908333333333	-153.057533333333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3401484/SRR3401484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3401484/SRR3401484_2.fastq.gz	Metagenome from marine plastic debris
SRR3401485	SAMN04849740	SRX1712594	PRJNA318384	408172	marine metagenome	NextSeq 500 sequencing: Metagenome from marine plastic debris: Sample Station: STN-9 Sample: 9a	9a_NextSeq500	Plastic	Undefined plastic	9	34.9279166666667	-148.0302	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/005/SRR3401485/SRR3401485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/005/SRR3401485/SRR3401485_2.fastq.gz	Metagenome from marine plastic debris
SRR8369860	SAMN10644139	SRX5180002	PRJNA511822	256318	metagenome	Illumina HiSeq 2000 sequencing: river water	L4	Water	Freshwater	L4	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR836/000/SRR8369860/SRR8369860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR836/000/SRR8369860/SRR8369860_2.fastq.gz	river water
SRR8369862	SAMN10644137	SRX5180000	PRJNA511822	256318	metagenome	Illumina HiSeq 2000 sequencing: microplastic	L2	Plastic	PVC	L2	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR836/002/SRR8369862/SRR8369862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR836/002/SRR8369862/SRR8369862_2.fastq.gz	microplastic
SRR8369863	SAMN10644136	SRX5179999	PRJNA511822	256318	metagenome	Illumina HiSeq 2000 sequencing: rock	L1	Non-plastic	Rock	L1	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR836/003/SRR8369863/SRR8369863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR836/003/SRR8369863/SRR8369863_2.fastq.gz	rock
SRR8369861	SAMN10644138	SRX5180001	PRJNA511822	256318	metagenome	Illumina HiSeq 2000 sequencing: leaf	L3	Non-plastic	Leaf	L3	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR836/001/SRR8369861/SRR8369861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR836/001/SRR8369861/SRR8369861_2.fastq.gz	leaf
SRR8369859	SAMN10644140	SRX5180003	PRJNA511822	256318	metagenome	Illumina HiSeq 2000 sequencing: river water	L5	Water	Freshwater	L5	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR836/009/SRR8369859/SRR8369859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR836/009/SRR8369859/SRR8369859_2.fastq.gz	river water
SRR14061753	SAMN18434950	SRX10436339	PRJNA714465	1649191	estuary metagenome	Illumina HiSeq 2500 sequencing: Metagenome of bacterial community in Water	C02	Water	Freshwater	C	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/053/SRR14061753/SRR14061753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/053/SRR14061753/SRR14061753_2.fastq.gz	Water metagenome 2
SRR14061755	SAMN18434948	SRX10436337	PRJNA714465	1649191	estuary metagenome	Illumina HiSeq 2500 sequencing: Metagenome of PVC microplastic biofilm	B03	Plastic	PVC	B	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/055/SRR14061755/SRR14061755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/055/SRR14061755/SRR14061755_2.fastq.gz	PVC biofilm metagenome 3
SRR14061758	SAMN18434945	SRX10436334	PRJNA714465	1649191	estuary metagenome	Illumina HiSeq 2500 sequencing: Metagenome of PLA microplastic biofilm	A03	Plastic	PLA	A	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/058/SRR14061758/SRR14061758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/058/SRR14061758/SRR14061758_2.fastq.gz	PLA biofilm metagenome 3
SRR14061759	SAMN18434944	SRX10436333	PRJNA714465	1649191	estuary metagenome	Illumina HiSeq 2500 sequencing: Metagenome of PLA microplastic biofilm	A02	Plastic	PLA	A	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/059/SRR14061759/SRR14061759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/059/SRR14061759/SRR14061759_2.fastq.gz	PLA biofilm metagenome 2
SRR14061752	SAMN18434951	SRX10436340	PRJNA714465	1649191	estuary metagenome	Illumina HiSeq 2500 sequencing: Metagenome of bacterial community in Water	C03	Water	Freshwater	C	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/052/SRR14061752/SRR14061752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/052/SRR14061752/SRR14061752_2.fastq.gz	Water metagenome 3
SRR14061760	SAMN18434943	SRX10436332	PRJNA714465	1649191	estuary metagenome	Illumina HiSeq 2500 sequencing: Metagenome of PLA microplastic biofilm	A01	Plastic	PLA	A	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/060/SRR14061760/SRR14061760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/060/SRR14061760/SRR14061760_2.fastq.gz	PLA biofilm metagenome 1
SRR14061754	SAMN18434949	SRX10436338	PRJNA714465	1649191	estuary metagenome	Illumina HiSeq 2500 sequencing: Metagenome of bacterial community in Water	C01	Water	Freshwater	C	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/054/SRR14061754/SRR14061754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/054/SRR14061754/SRR14061754_2.fastq.gz	Water metagenome 1
SRR14061756	SAMN18434947	SRX10436336	PRJNA714465	1649191	estuary metagenome	Illumina HiSeq 2500 sequencing: Metagenome of PVC microplastic biofilm	B02	Plastic	PVC	B	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/056/SRR14061756/SRR14061756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/056/SRR14061756/SRR14061756_2.fastq.gz	PVC biofilm metagenome 2
SRR14061757	SAMN18434946	SRX10436335	PRJNA714465	1649191	estuary metagenome	Illumina HiSeq 2500 sequencing: Metagenome of PVC microplastic biofilm	B01	Plastic	PVC	B	39.08	117.262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/057/SRR14061757/SRR14061757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/057/SRR14061757/SRR14061757_2.fastq.gz	PVC biofilm metagenome 1
SRR15530465	SAMN20863992	SRX11828818	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	PVC10A	Plastic	PVC	A	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/065/SRR15530465/SRR15530465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/065/SRR15530465/SRR15530465_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530466	SAMN20863991	SRX11828817	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	SWA	Water	Seawater	A	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/066/SRR15530466/SRR15530466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/066/SRR15530466/SRR15530466_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530469	SAMN20863988	SRX11828814	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	PVC1A	Plastic	PVC	A	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/069/SRR15530469/SRR15530469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/069/SRR15530469/SRR15530469_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530472	SAMN20863985	SRX11828811	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	Zn1c	Non-plastic	Zn	C	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/072/SRR15530472/SRR15530472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/072/SRR15530472/SRR15530472_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530473	SAMN20863998	SRX11828810	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	Zn1D	Non-plastic	Zn	D	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/073/SRR15530473/SRR15530473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/073/SRR15530473/SRR15530473_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530478	SAMN20863993	SRX11828805	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	Zn1A	Non-plastic	Zn	A	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/078/SRR15530478/SRR15530478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/078/SRR15530478/SRR15530478_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530468	SAMN20863989	SRX11828815	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	Zn10C	Non-plastic	Zn	C	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/068/SRR15530468/SRR15530468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/068/SRR15530468/SRR15530468_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530470	SAMN20863987	SRX11828813	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	PVC10C	Plastic	PVC	C	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/070/SRR15530470/SRR15530470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/070/SRR15530470/SRR15530470_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530474	SAMN20863997	SRX11828809	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	PVC1B	Plastic	PVC	B	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/074/SRR15530474/SRR15530474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/074/SRR15530474/SRR15530474_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530480	SAMN20863983	SRX11828803	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	SWB	Water	Seawater	B	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/080/SRR15530480/SRR15530480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/080/SRR15530480/SRR15530480_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530467	SAMN20863990	SRX11828816	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	PVC1D	Plastic	PVC	D	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/067/SRR15530467/SRR15530467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/067/SRR15530467/SRR15530467_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530471	SAMN20863986	SRX11828812	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	Zn1B	Non-plastic	Zn	B	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/071/SRR15530471/SRR15530471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/071/SRR15530471/SRR15530471_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530475	SAMN20863996	SRX11828808	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	PVC1C	Plastic	PVC	C	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/075/SRR15530475/SRR15530475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/075/SRR15530475/SRR15530475_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530476	SAMN20863995	SRX11828807	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	SWD_t6	Water	Seawater	D	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/076/SRR15530476/SRR15530476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/076/SRR15530476/SRR15530476_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530477	SAMN20863994	SRX11828806	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	Zn10A	Non-plastic	Zn	A	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/077/SRR15530477/SRR15530477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/077/SRR15530477/SRR15530477_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR15530479	SAMN20863984	SRX11828804	PRJNA756323	408172	marine metagenome	Illumina NovaSeq 6000 sequencing: Metagenomic sequencing of microcosms experiment	PVC10D	Plastic	PVC	D	-34.116	151.219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/079/SRR15530479/SRR15530479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/079/SRR15530479/SRR15530479_2.fastq.gz	Metagenome or environmental sample from marine metagenome
SRR17458606	SAMN24661210	SRX13629836	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	18-Drifterexpttime3punches_S41	Plastic	HDPE		25.86	-69.99	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/006/SRR17458606/SRR17458606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/006/SRR17458606/SRR17458606_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458610	SAMN24661245	SRX13629832	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	63-Drifterexpttime8PHApellets_S28	Plastic	PHA		38.58	-76.42	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/010/SRR17458610/SRR17458610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/010/SRR17458610/SRR17458610_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458614	SAMN24661242	SRX13629828	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	56-NT-08-kthinblackstrand_S27	Plastic	PP		37.89	-76.17	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/014/SRR17458614/SRR17458614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/014/SRR17458614/SRR17458614_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458619	SAMN24661237	SRX13629823	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	53-Drifterexpttime7punches_S35	Plastic	HDPE		22.56	-63.73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/019/SRR17458619/SRR17458619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/019/SRR17458619/SRR17458619_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458620	SAMN24661236	SRX13629822	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	52-Drifterexpttime6pellets_S36	Plastic	HDPE		22.56	-63.73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/020/SRR17458620/SRR17458620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/020/SRR17458620/SRR17458620_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458621	SAMN24661235	SRX13629821	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Early Plastic Biofilm	51-Drifterexpttime6punches_S37	Plastic	HDPE		22.56	-63.73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/021/SRR17458621/SRR17458621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/021/SRR17458621/SRR17458621_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458630	SAMN24661227	SRX13629812	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	41-NT-03-bclearthinfilm_S11	Plastic	PP		24.95	-66.35	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/030/SRR17458630/SRR17458630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/030/SRR17458630/SRR17458630_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458634	SAMN24661206	SRX13629808	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	14-NT-02-bblueishsquare_S8	Plastic	PE		25.89	-69.88	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/034/SRR17458634/SRR17458634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/034/SRR17458634/SRR17458634_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458646	SAMN24661204	SRX13629796	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	10-NT-02-d4smallpieces_S14	Plastic	PE		30.69	-79.78	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/046/SRR17458646/SRR17458646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/046/SRR17458646/SRR17458646_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
SRR17458603	SAMN24661213	SRX13629839	PRJNA777294	1342751	plastisphere metagenome	NextSeq 500 sequencing: Metagenomic analyses of Mature Plastic Biofilm	1-NT-01-awhiteexpandedPS_S13	Plastic	PS		27.06	-79.95	ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/003/SRR17458603/SRR17458603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR174/003/SRR17458603/SRR17458603_2.fastq.gz	Metagenome or environmental sample from plastisphere metagenome
